Date,Open,High,Low,Close,Adj Close,Volume
2022-09-22,376.579987,378.299988,373.440002,374.220001,369.719788,89472600
2022-09-23,370.579987,370.619995,363.290009,367.950012,363.525208,122346900
2022-09-26,366.410004,370.209991,363.029999,364.309998,359.928955,92581200
2022-09-27,368.019989,370.399994,360.869995,363.380005,359.010162,108294100
2022-09-28,364.380005,372.299988,362.600006,370.529999,366.074158,110802200
2022-09-29,366.809998,367.109985,359.700012,362.790009,358.427246,112952300
2022-09-30,361.799988,365.910004,357.040009,357.179993,352.884705,153711200
2022-10-03,361.079987,368.549988,359.209991,366.609985,362.201263,89756500
2022-10-04,372.399994,378.000000,366.570007,377.970001,373.424683,103602800
2022-10-05,373.390015,379.459991,370.950012,377.089996,372.555267,88065700
2022-10-06,375.619995,378.720001,372.679993,373.200012,368.712067,82333500
2022-10-07,368.970001,373.290009,360.940002,362.790009,358.427246,107789500
2022-10-10,363.959991,364.209991,357.670013,360.019989,355.690552,76042800
2022-10-11,358.239990,363.029999,355.709991,357.739990,353.437958,92482800
2022-10-12,358.170013,359.820007,356.299988,356.559998,352.272156,76991800
2022-10-13,349.209991,367.510010,348.109985,365.970001,361.569000,147254500
2022-10-14,368.549988,370.260010,356.959991,357.630005,353.329285,123737000
2022-10-17,364.010010,367.980011,357.279999,366.820007,362.408783,93168200
2022-10-18,375.130005,375.450012,367.519989,371.130005,366.666931,97162900
2022-10-19,368.989990,371.850006,365.549988,368.500000,364.068573,79746900
2022-10-20,368.029999,372.670013,364.609985,365.410004,361.015747,88283100
2022-10-21,365.119995,374.799988,363.540009,374.290009,369.788940,131038400
2022-10-24,375.890015,380.059998,373.109985,378.869995,374.313873,85436900
2022-10-25,378.790009,385.250000,378.670013,384.920013,380.291107,78846300
2022-10-26,381.619995,387.579987,381.350006,382.019989,377.425964,104087300
2022-10-27,383.070007,385.000000,379.329987,379.980011,375.410553,81971800
2022-10-28,379.869995,389.519989,379.679993,389.019989,384.341797,100302000
2022-10-31,386.440002,388.399994,385.260010,386.209991,381.565582,96631300
2022-11-01,390.140015,390.390015,383.290009,384.519989,379.895935,85407600
2022-11-02,383.899994,388.630005,374.760010,374.869995,370.361969,126990400
2022-11-03,371.470001,374.200012,368.790009,371.010010,366.548401,87100100
2022-11-04,377.000000,378.869995,370.000000,376.350006,371.824188,103505200
2022-11-07,377.709991,380.570007,375.529999,379.950012,375.380890,68286900
2022-11-08,381.109985,385.119995,377.720001,382.000000,377.406219,84641100
2022-11-09,379.929993,381.140015,373.609985,374.130005,369.630859,78495500
2022-11-10,388.049988,395.040009,385.640015,394.690002,389.943634,141455800
2022-11-11,395.589996,399.350006,393.609985,398.510010,393.717712,93839900
2022-11-14,396.660004,400.179993,394.829987,395.119995,390.368439,71903500
2022-11-15,401.149994,402.309998,394.489990,398.489990,393.697937,93194500
2022-11-16,396.779999,397.779999,394.790009,395.450012,390.694489,68508500
2022-11-17,390.459991,394.950012,390.140015,394.239990,389.499023,74496300
2022-11-18,397.739990,397.809998,393.040009,396.029999,391.267517,92922500
2022-11-21,394.640015,395.820007,392.660004,394.589996,389.844818,51243200
2022-11-22,396.630005,400.070007,395.149994,399.899994,395.090973,60429000
2022-11-23,399.549988,402.929993,399.309998,402.420013,397.580688,68261600
2022-11-25,401.829987,402.910004,401.540009,402.329987,397.491730,30545400
2022-11-28,399.089996,400.809998,395.109985,395.910004,391.148956,67881600
2022-11-29,396.049988,397.299988,393.299988,395.230011,390.477173,52310000
2022-11-30,395.489990,407.679993,393.480011,407.679993,402.777435,144566700
2022-12-01,408.769989,410.000000,404.750000,407.380005,402.481018,76398200
2022-12-02,402.250000,407.859985,402.140015,406.910004,402.016693,85342700
2022-12-05,403.950012,404.929993,398.170013,399.589996,394.784668,77289800
2022-12-06,399.420013,399.989990,391.640015,393.829987,389.093964,77972200
2022-12-07,392.940002,395.640015,391.970001,393.160004,388.432037,65927900
2022-12-08,395.140015,397.359985,393.269989,396.239990,391.474976,60737900
2022-12-09,394.940002,397.619995,393.149994,393.279999,388.550568,81447700
2022-12-12,394.109985,398.950012,393.410004,398.950012,394.152374,75405800
2022-12-13,410.220001,410.489990,399.070007,401.970001,397.136108,123782500
2022-12-14,401.609985,405.500000,396.309998,399.399994,394.596985,108111300
2022-12-15,394.299988,395.250000,387.890015,389.630005,384.944458,117705900
2022-12-16,385.179993,386.579987,381.040009,383.269989,380.399780,119858000
2022-12-19,383.470001,383.820007,378.279999,380.019989,377.174103,79878100
2022-12-20,379.230011,382.230011,377.850006,380.540009,377.690247,74427200
2022-12-21,383.250000,387.410004,382.690002,386.230011,383.337616,78167400
2022-12-22,383.049988,386.209991,374.769989,380.720001,377.868866,100120900
2022-12-23,379.649994,383.059998,378.029999,382.910004,380.042480,59857300
2022-12-27,382.790009,383.149994,379.649994,381.399994,378.543793,51638200
2022-12-28,381.329987,383.390015,376.420013,376.660004,373.839264,70911500
2022-12-29,379.630005,384.350006,379.079987,383.440002,380.568512,66970900
2022-12-30,380.640015,382.579987,378.429993,382.429993,379.566040,84022200
2023-01-03,384.369995,386.429993,377.829987,380.820007,377.968140,74850700
2023-01-04,383.179993,385.880005,380.000000,383.760010,380.886139,85934100
2023-01-05,381.720001,381.839996,378.760010,379.380005,376.538910,76970500
2023-01-06,382.609985,389.250000,379.410004,388.079987,385.173737,104189600
2023-01-09,390.369995,393.700012,387.670013,387.859985,384.955383,73978100
2023-01-10,387.250000,390.649994,386.269989,390.579987,387.655029,65358100
2023-01-11,392.230011,395.600006,391.380005,395.519989,392.558044,68881100
2023-01-12,396.670013,398.489990,392.420013,396.959991,393.987244,90157700
2023-01-13,393.619995,399.100006,393.339996,398.500000,395.515717,63903900
2023-01-17,398.480011,400.230011,397.059998,397.769989,394.791168,62677300
2023-01-18,399.010010,400.119995,391.279999,391.489990,388.558228,99632300
2023-01-19,389.359985,391.079987,387.260010,388.640015,385.729584,86958900
2023-01-20,390.100006,396.040009,388.380005,395.880005,392.915344,91806400
2023-01-23,396.720001,402.649994,395.720001,400.630005,397.629791,84178800
2023-01-24,398.880005,401.149994,397.640015,400.200012,397.202972,59524900
2023-01-25,395.950012,400.700012,393.559998,400.350006,397.351868,84800300
2023-01-26,403.130005,404.920013,400.029999,404.750000,401.718933,72287400
2023-01-27,403.660004,408.160004,403.440002,405.679993,402.641937,68346200
2023-01-30,402.799988,405.130005,400.279999,400.589996,397.590057,74202000
2023-01-31,401.130005,406.529999,400.769989,406.480011,403.435974,86811800
2023-02-01,405.209991,413.670013,402.350006,410.799988,407.723602,101459200
2023-02-02,414.859985,418.309998,412.880005,416.779999,413.658813,101654500
2023-02-03,411.589996,416.970001,411.089996,412.350006,409.262024,94736800
2023-02-06,409.790009,411.290009,408.100006,409.829987,406.760864,60295300
2023-02-07,408.869995,416.489990,407.570007,415.190002,412.080750,90990700
2023-02-08,413.130005,414.529999,409.929993,410.649994,407.574738,76227500
2023-02-09,414.410004,414.570007,405.809998,407.089996,404.041382,78694900
2023-02-10,405.859985,408.440002,405.010010,408.040009,404.984283,70769700
2023-02-13,408.720001,412.970001,408.239990,412.829987,409.738403,64913500
2023-02-14,411.239990,415.049988,408.510010,412.640015,409.549866,88389300
2023-02-15,410.350006,414.059998,409.470001,413.980011,410.879822,61555700
2023-02-16,408.790009,412.910004,408.140015,408.279999,405.222473,76431500
2023-02-17,406.059998,407.510010,404.049988,407.260010,404.210144,89257800
2023-02-21,403.059998,404.160004,398.820007,399.089996,396.101318,82655900
2023-02-22,399.519989,401.130005,397.019989,398.540009,395.555420,83742300
2023-02-23,401.559998,402.200012,396.250000,400.660004,397.659546,96242400
2023-02-24,395.420013,397.250000,393.640015,396.380005,393.411591,108194400
2023-02-27,399.869995,401.290009,396.750000,397.730011,394.751495,80444700
2023-02-28,397.230011,399.279999,396.149994,396.260010,393.292480,96438600
2023-03-01,395.410004,396.690002,393.380005,394.739990,391.783875,99706800
2023-03-02,392.679993,398.690002,392.329987,397.809998,394.830872,85127800
2023-03-03,399.709991,404.450012,399.029999,404.190002,401.163086,90120000
2023-03-06,405.049988,407.450012,404.010010,404.470001,401.441040,72795900
2023-03-07,404.420013,404.670013,397.630005,398.269989,395.287445,108310600
2023-03-08,398.390015,399.709991,396.589996,398.920013,395.932587,74746600
2023-03-09,399.739990,401.480011,390.529999,391.559998,388.627686,111945300
2023-03-10,390.989990,393.160004,384.320007,385.910004,383.020020,189253000
2023-03-13,381.809998,390.390015,380.649994,385.359985,382.474091,157790000
2023-03-14,390.500000,393.450012,387.049988,391.730011,388.796448,149752400
2023-03-15,385.890015,389.489990,383.709991,389.279999,386.364777,172996900
2023-03-16,386.820007,396.470001,386.290009,396.109985,393.143616,143254200
2023-03-17,393.220001,394.399994,388.549988,389.989990,388.546692,140553400
2023-03-20,390.799988,394.170013,390.070007,393.739990,392.282806,93055800
2023-03-21,397.239990,399.410004,395.579987,398.910004,397.433685,91524200
2023-03-22,398.730011,402.489990,392.070007,392.109985,390.658844,111746600
2023-03-23,395.089996,399.290009,390.350006,393.170013,391.714935,119351300
2023-03-24,391.839996,395.839996,389.399994,395.750000,394.285400,107682400
2023-03-27,398.119995,398.920013,395.559998,396.489990,395.022644,74010400
2023-03-28,395.769989,396.489990,393.690002,395.600006,394.135956,62871700
2023-03-29,399.929993,401.600006,398.679993,401.350006,399.864655,77497900
2023-03-30,404.089996,404.350006,401.760010,403.700012,402.205963,69840000
2023-03-31,404.660004,409.700012,404.549988,409.390015,407.874908,112062600
2023-04-03,408.850006,411.369995,408.440002,410.950012,409.429138,67391100
2023-04-04,411.619995,411.920013,407.239990,408.670013,407.157593,66601500
2023-04-05,407.910004,408.700012,405.880005,407.600006,406.091553,65200200
2023-04-06,406.769989,409.480011,405.679993,409.190002,407.675659,63743300
2023-04-10,406.609985,409.690002,405.970001,409.609985,408.094086,63681000
2023-04-11,410.260010,411.179993,408.920013,409.720001,408.203674,59297900
2023-04-12,411.869995,412.170013,407.440002,408.049988,406.539856,86420400
2023-04-13,409.179993,413.839996,407.989990,413.470001,411.939819,85814800
2023-04-14,412.809998,415.089996,410.059998,412.459991,410.933533,78161500
2023-04-17,412.369995,413.959991,411.089996,413.940002,412.408081,66436400
2023-04-18,415.579987,415.720001,412.779999,414.209991,412.677063,63560000
2023-04-19,412.220001,415.079987,412.160004,414.140015,412.607330,55227300
2023-04-20,411.209991,413.700012,410.269989,411.880005,410.355713,75840400
2023-04-21,412.190002,412.679993,410.170013,412.200012,410.674530,73457400
2023-04-24,411.989990,413.070007,410.600006,412.630005,411.102936,64332100
2023-04-25,410.579987,411.160004,406.019989,406.079987,404.577148,97766700
2023-04-26,406.720001,407.839996,403.779999,404.359985,402.863495,80447000
2023-04-27,407.000000,412.690002,406.739990,412.410004,410.883728,92968400
2023-04-28,411.489990,415.940002,411.429993,415.929993,414.390686,89335600
2023-05-01,415.470001,417.619995,415.269989,415.510010,413.972260,62122300
2023-05-02,414.769989,414.820007,407.820007,410.839996,409.319550,103998500
2023-05-03,411.359985,413.869995,407.769989,408.019989,406.509979,91531800
2023-05-04,406.929993,407.269989,403.739990,405.130005,403.630676,94901900
2023-05-05,408.910004,413.720001,408.640015,412.630005,411.102936,87844000
2023-05-08,412.970001,413.239990,411.279999,412.739990,411.212494,50046800
2023-05-09,411.130005,412.089996,410.690002,410.929993,409.409210,49220100
2023-05-10,413.880005,414.540009,408.869995,412.850006,411.322113,96142900
2023-05-11,411.950012,412.429993,409.970001,412.130005,410.604767,70157100
2023-05-12,413.420013,413.640015,409.070007,411.589996,410.066772,70439400
2023-05-15,412.220001,413.429993,410.230011,413.010010,411.481506,54289400
2023-05-16,411.859985,412.820007,410.239990,410.250000,408.731720,57705500
2023-05-17,412.350006,415.859985,410.640015,415.230011,413.693298,87287000
2023-05-18,414.899994,419.670013,414.670013,419.230011,417.678497,97177200
2023-05-19,420.170013,420.720001,417.350006,418.619995,417.070740,103679700
2023-05-22,418.640015,420.390015,417.350006,418.790009,417.240143,60745400
2023-05-23,417.079987,418.720001,413.679993,414.089996,412.557526,86383500
2023-05-24,412.420013,412.820007,409.880005,411.089996,409.568604,89213700
2023-05-25,414.739990,416.160004,412.410004,414.649994,413.115448,90961600
2023-05-26,415.329987,420.769989,415.250000,420.019989,418.465546,93830000
2023-05-30,422.029999,422.579987,418.739990,420.179993,418.624969,72216000
2023-05-31,418.279999,419.220001,416.220001,417.850006,416.303619,110811800
2023-06-01,418.089996,422.920013,416.790009,421.820007,420.258911,88865000
2023-06-02,424.500000,428.739990,423.950012,427.920013,426.336334,91366700
2023-06-05,428.279999,429.619995,426.369995,427.100006,425.519379,65460200
2023-06-06,426.670013,428.579987,425.989990,428.029999,426.445923,64022200
2023-06-07,428.440002,429.619995,426.109985,426.549988,424.971375,85373300
2023-06-08,426.619995,429.600006,425.820007,429.130005,427.541870,61952800
2023-06-09,429.959991,431.989990,428.869995,429.899994,428.308990,85742800
2023-06-12,430.920013,433.880005,430.170013,433.799988,432.194550,76104300
2023-06-13,435.320007,437.329987,434.630005,436.660004,435.043976,95899700
2023-06-14,437.010010,439.059998,433.589996,437.179993,435.562042,100612100
2023-06-15,436.329987,443.899994,436.230011,442.600006,440.962006,110303100
2023-06-16,443.019989,443.609985,438.970001,439.459991,439.459991,114121300
2023-06-20,437.450012,438.369995,435.029999,437.179993,437.179993,76160400
2023-06-21,436.160004,436.989990,434.329987,434.940002,434.940002,76982300
2023-06-22,433.950012,436.619995,433.600006,436.510010,436.510010,70637200
2023-06-23,432.929993,435.059998,432.470001,433.209991,433.209991,92074500
2023-06-26,432.619995,434.609985,431.190002,431.440002,431.440002,72823600
2023-06-27,432.350006,436.809998,431.880005,436.170013,436.170013,72813700
2023-06-28,435.049988,437.440002,434.410004,436.390015,436.390015,75636000
2023-06-29,435.959991,438.279999,435.540009,438.109985,438.109985,67882300
2023-06-30,441.440002,444.299988,441.109985,443.279999,443.279999,104921500
2023-07-03,442.920013,444.079987,442.630005,443.790009,443.790009,32793400
2023-07-05,441.910004,443.890015,441.899994,443.130005,443.130005,58418400
2023-07-06,439.420013,440.100006,437.059998,439.660004,439.660004,80658300
2023-07-07,438.630005,442.640015,438.299988,438.549988,438.549988,86076100
2023-07-10,438.179993,439.839996,437.589996,439.660004,439.660004,62443500
2023-07-11,440.450012,442.970001,439.440002,442.459991,442.459991,64463800
2023-07-12,446.390015,447.480011,444.910004,446.019989,446.019989,91924500
2023-07-13,447.899994,450.380005,447.450012,449.559998,449.559998,72425200
2023-07-14,450.480011,451.359985,448.489990,449.279999,449.279999,69761800
2023-07-17,449.130005,451.929993,449.079987,450.839996,450.839996,52680200
2023-07-18,450.500000,454.859985,450.049988,454.190002,454.190002,80744400
2023-07-19,455.010010,456.429993,454.109985,455.200012,455.200012,65891700
2023-07-20,454.170013,455.100006,451.440002,452.179993,452.179993,70591600
2023-07-21,453.959991,454.170013,452.170013,452.179993,452.179993,71245400
2023-07-24,453.369995,455.040009,452.299988,454.200012,454.200012,54023400
2023-07-25,453.920013,456.739990,453.869995,455.440002,455.440002,55067200
